adj.P.Val,logFC,Gene.symbol,Gene.title
0.00327,-0.60073257,ADCY2,adenylate cyclase 2
0.00327,-0.63697115,CGRRF1,cell growth regulator with ring finger domain 1
0.00328,-0.60932838,ASF1A,anti-silencing function 1A histone chaperone
0.00329,1.01578594,ABCC1,ATP binding cassette subfamily C member 1
0.00329,-0.92587267,B4GAT1,"beta-1,4-glucuronyltransferase 1"
0.00329,-0.9644481,FBLN1,fibulin 1
0.0033,-0.39226108,MPRIP,myosin phosphatase Rho interacting protein
0.0033,-1.08200503,RARB,retinoic acid receptor beta
0.0033,-1.6336023,DMBT1,deleted in malignant brain tumors 1
0.00331,1.5130331,NT5E,5'-nucleotidase ecto
0.00331,1.39941178,FN1,fibronectin 1
0.00331,0.66230747,CDK2,cyclin dependent kinase 2
0.00331,-0.85476939,SLC25A26,solute carrier family 25 member 26
0.00331,-1.47842315,GP5,glycoprotein V platelet
0.00332,0.83875343,LY96,lymphocyte antigen 96
0.00332,0.68737295,ZNF148,zinc finger protein 148
0.00332,-0.70930701,,
0.00332,-0.7110692,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A
0.00332,-0.85466731,DHX34,DEAH-box helicase 34
0.00332,-0.86649607,ABI2,abl-interactor 2
0.00332,-0.93514135,DKK3,dickkopf WNT signaling pathway inhibitor 3
0.00333,1.03671229,BAIAP2,BAI1 associated protein 2
0.00333,-0.64475479,LBP,lipopolysaccharide binding protein
0.00333,-1.1149388,ATRNL1,attractin like 1
0.00334,-0.5300938,CSNK1D,casein kinase 1 delta
0.00335,1.08963159,BIK,BCL2 interacting killer
0.00335,0.50406396,RBMS1,RNA binding motif single stranded interacting protein 1
0.00335,-0.50785297,MMP25,matrix metallopeptidase 25
0.00335,-0.56588861,ZNF253,zinc finger protein 253
0.00335,-0.74894417,MIR1204///PVT1,microRNA 1204///Pvt1 oncogene (non-protein coding)
0.00335,-0.75489467,CARTPT,CART prepropeptide
0.00336,-0.86395946,PDE4A,phosphodiesterase 4A
0.00337,0.88461441,STEAP1,six transmembrane epithelial antigen of the prostate 1
0.00337,-0.56734647,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
0.00337,-1.07019061,SV2B,synaptic vesicle glycoprotein 2B
0.00338,-0.90575799,TTYH2,tweety family member 2
0.00338,-0.93295416,CXCL5,C-X-C motif chemokine ligand 5
0.00339,0.85430916,HOXC6,homeobox C6
0.00339,0.37045909,COX7A2L,cytochrome c oxidase subunit 7A2 like
0.00339,-0.66595018,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
0.00339,-0.76949196,HNF1B,HNF1 homeobox B
0.00341,0.40317962,TOMM40,translocase of outer mitochondrial membrane 40
0.00342,-1.08988001,,
0.00342,-1.25326178,MEIS1,Meis homeobox 1
0.00343,0.45378284,TUBB,tubulin beta class I
0.00343,-0.70302625,ADCYAP1,adenylate cyclase activating polypeptide 1
0.00343,-1.34869987,SIM2,single-minded family bHLH transcription factor 2
0.00344,-0.37203184,PPP5C,protein phosphatase 5 catalytic subunit
0.00344,-0.67150095,,
0.00345,0.44111144,MYL6,myosin light chain 6
0.00345,-0.77356166,CCIN,calicin
0.00346,1.24038925,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
0.00346,-0.89816092,GPLD1,glycosylphosphatidylinositol specific phospholipase D1
0.00346,-1.66548316,PLA2G2A,phospholipase A2 group IIA
0.00346,-2.81846355,TNNI1,"troponin I1, slow skeletal type"
0.00347,-0.79782989,MYO18A///TIAF1,myosin XVIIIA///TGFB1-induced anti-apoptotic factor 1
0.00349,-0.59723744,XRCC6,X-ray repair cross complementing 6
0.00349,-0.86580878,SOX10,SRY-box 10
0.0035,1.30631191,ARF6,ADP ribosylation factor 6
0.0035,1.19460384,TNC,tenascin C
0.0035,-0.70094277,PMPCB,"peptidase, mitochondrial processing beta subunit"
0.00351,-0.53890477,PDLIM7,PDZ and LIM domain 7
0.00351,-0.56658839,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase"
0.00351,-0.64830643,RAP2A,"RAP2A, member of RAS oncogene family"
0.00351,-0.8767519,CASP9,caspase 9
0.00352,-1.18407827,PAMR1,peptidase domain containing associated with muscle regeneration 1
0.00353,0.68289155,TSPAN9,tetraspanin 9
0.00354,-0.68478407,TGFB3,transforming growth factor beta 3
0.00355,0.56689416,URM1,ubiquitin related modifier 1
0.00355,-0.64141246,ICOSLG,inducible T-cell costimulator ligand
0.00356,0.48825517,ATP6V1C1,ATPase H+ transporting V1 subunit C1
0.00356,-1.14871112,OMD,osteomodulin
0.00357,0.90003154,RND3,Rho family GTPase 3
0.00357,-0.91598121,,
0.00357,-1.63201095,TSPAN7,tetraspanin 7
0.00358,-0.86214883,SNX1,sorting nexin 1
0.00359,-0.4700719,MYO9B,myosin IXB
0.00359,-0.7284177,CUBN,cubilin
0.0036,-0.50220229,CTDNEP1,CTD nuclear envelope phosphatase 1
0.0036,-0.64035496,PLLP,plasmolipin
0.00361,-0.61936061,RHO,rhodopsin
0.00361,-0.64371504,RPS6KA2,ribosomal protein S6 kinase A2
0.00361,-0.88562887,CHM,"CHM, Rab escort protein 1"
0.00361,-1.01457115,ZNF204P,"zinc finger protein 204, pseudogene"
0.00362,0.69877688,MINOS1-NBL1///NBL1,"MINOS1-NBL1 readthrough///neuroblastoma 1, DAN family BMP antagonist"
0.00362,-1.34171217,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit
0.00363,-0.48372911,VEZF1,vascular endothelial zinc finger 1
0.00363,-0.97374782,GDF7,growth differentiation factor 7
0.00364,0.5626862,TBPL1,TATA-box binding protein like 1
0.00364,-0.98696755,CDON,"cell adhesion associated, oncogene regulated"
0.00365,-0.42585698,CHKB,choline kinase beta
0.00365,-0.67293243,SLC6A7,solute carrier family 6 member 7
0.00366,-0.63250281,SLC1A2,solute carrier family 1 member 2
0.00366,-0.7680205,STK35,serine/threonine kinase 35
0.00369,1.03243739,MAX,MYC associated factor X
0.00369,-0.65273279,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
0.00369,-0.96371764,,
0.0037,-0.43464903,DTX2P1-UPK3BP1-PMS2P11,"DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene"
0.0037,-0.51721123,MIR4271///C3orf62///USP4,microRNA 4271///chromosome 3 open reading frame 62///ubiquitin specific peptidase 4
0.00372,0.90159126,TCF3,transcription factor 3
0.00372,0.61868371,TMEM87A,transmembrane protein 87A
0.00372,-0.58205456,SV2A,synaptic vesicle glycoprotein 2A
0.00372,-0.6073301,SLC5A2,solute carrier family 5 member 2
0.00372,-0.91663371,GSTM5,glutathione S-transferase mu 5
0.00372,-0.91918892,COL4A3,collagen type IV alpha 3 chain
0.00372,-1.01517523,LINC00837,long intergenic non-protein coding RNA 837
0.00372,-1.11393649,PKN1,protein kinase N1
0.00373,-0.4380104,DCUN1D4,defective in cullin neddylation 1 domain containing 4
0.00373,-0.71696187,CTF1,cardiotrophin 1
0.00375,-0.80742509,NCAM1,neural cell adhesion molecule 1
0.00377,-0.84540632,REG1B,regenerating family member 1 beta
0.00378,0.58404619,ILF3,interleukin enhancer binding factor 3
0.00378,-0.384792,SUN2,Sad1 and UNC84 domain containing 2
0.00378,-0.55629463,,
0.00378,-0.69363248,HDAC4,histone deacetylase 4
0.0038,-0.71347334,DPY19L1,dpy-19 like 1
0.00381,0.82008653,KIAA0754,KIAA0754
0.00381,0.49792326,HSPD1,heat shock protein family D (Hsp60) member 1
0.00382,-0.74496271,IDS,iduronate 2-sulfatase
0.00383,-0.53890431,MAP4,microtubule associated protein 4
0.00384,-0.46205725,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
0.00384,-0.89202325,MRPS14,mitochondrial ribosomal protein S14
0.00385,0.71070529,CALD1,caldesmon 1
0.00385,0.39733537,WDR1,WD repeat domain 1
0.00385,-0.57846095,HCG9,HLA complex group 9 (non-protein coding)
0.00385,-0.93048484,RASSF8,Ras association domain family member 8
0.00386,-0.8612547,ACSM3,acyl-CoA synthetase medium-chain family member 3
0.00386,-1.4121416,GUCY2C,guanylate cyclase 2C
0.00386,-1.43674918,,
0.00388,-0.65853032,NTRK2,neurotrophic receptor tyrosine kinase 2
0.00388,-0.69054592,THSD7A,thrombospondin type 1 domain containing 7A
0.00388,-0.85025893,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H"
0.00388,-1.25738964,C14orf132,chromosome 14 open reading frame 132
0.00391,0.78130076,PLXNC1,plexin C1
0.00391,-0.49795412,MLH1,mutL homolog 1
0.00392,0.38013269,C5orf15,chromosome 5 open reading frame 15
0.00392,-0.92316371,LILRA1,leukocyte immunoglobulin like receptor A1
0.00393,-0.40851285,TXN2,thioredoxin 2
0.00393,-0.47985589,CAMK2B,calcium/calmodulin dependent protein kinase II beta
0.00393,-0.74886386,PLCB1,phospholipase C beta 1
0.00393,-0.97512722,FMO6P,flavin containing monooxygenase 6 pseudogene
0.00394,0.69023232,KYNU,kynureninase
0.00394,-1.06771771,PDC,phosducin
0.00394,-3.5616162,MYL1,myosin light chain 1
0.00395,-0.45731652,ZSCAN9,zinc finger and SCAN domain containing 9
0.00395,-0.95875651,PRLR,prolactin receptor
0.00396,-0.77040937,GUSBP9///GUSBP3,"glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3"
0.00396,-0.84346145,ARL3,ADP ribosylation factor like GTPase 3
0.00396,-1.20142278,P2RY14,purinergic receptor P2Y14
0.00396,-1.58691706,GLMN,"glomulin, FKBP associated protein"
0.00397,-0.44840174,MIR3654///EEF1G,microRNA 3654///eukaryotic translation elongation factor 1 gamma
0.00397,-0.56791161,DHRS3,dehydrogenase/reductase 3
0.00397,-0.79088894,FLT1,fms related tyrosine kinase 1
0.00397,-0.79671116,CRYGC,crystallin gamma C
0.00397,-1.18102271,CD5L,CD5 molecule like
0.00398,0.52765588,SUMO1,small ubiquitin-like modifier 1
0.00398,0.43285712,SENP5,SUMO1/sentrin specific peptidase 5
0.00399,-0.7655198,RRP15,ribosomal RNA processing 15 homolog
0.00399,-0.81204678,GRIK1,glutamate ionotropic receptor kainate type subunit 1
0.00399,-2.01535738,KRT4,keratin 4
0.00401,0.46420719,SLC25A1,solute carrier family 25 member 1
0.00401,-0.76165488,NFE2L1,"nuclear factor, erythroid 2 like 1"
0.00402,-0.92213583,PLA2G5,phospholipase A2 group V
0.00402,-0.99819412,GPR45,G protein-coupled receptor 45
0.00403,0.63978908,CXorf40B///CXorf40A,chromosome X open reading frame 40B///chromosome X open reading frame 40A
0.00403,-0.4881486,CRYBG3,crystallin beta-gamma domain containing 3
0.00403,-0.83323135,NR0B2,nuclear receptor subfamily 0 group B member 2
0.00403,-0.99213266,LRRC6,leucine rich repeat containing 6
0.00403,-1.17536042,APOBEC2,apolipoprotein B mRNA editing enzyme catalytic subunit 2
0.00404,0.98921433,LOC101929368///FKBP1A,uncharacterized LOC101929368///FK506 binding protein 1A
0.00405,0.59324539,RPS6KA4,ribosomal protein S6 kinase A4
0.00405,0.51835117,RPS7,ribosomal protein S7
0.00405,-0.60169656,SIM2,single-minded family bHLH transcription factor 2
0.00405,-0.71545903,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming"
0.00406,0.81247462,TPGS2,tubulin polyglutamylase complex subunit 2
0.00406,0.70937153,VAMP7,vesicle associated membrane protein 7
0.00406,-0.71544224,MUC2,"mucin 2, oligomeric mucus/gel-forming"
0.00406,-0.79459172,OPRK1,opioid receptor kappa 1
0.00407,1.99970119,MAGEA6///MAGEA3,MAGE family member A6///MAGE family member A3
0.00407,0.38535591,U2AF1,U2 small nuclear RNA auxiliary factor 1
0.00407,-0.67310764,LSP1,lymphocyte-specific protein 1
0.00407,-0.735028,APOM,apolipoprotein M
0.00408,1.24521821,CDS1,CDP-diacylglycerol synthase 1
0.00408,0.35891293,RABEPK,Rab9 effector protein with kelch motifs
0.00408,-0.40285147,ECHS1,"enoyl-CoA hydratase, short chain 1"
0.00409,0.48121327,PHC2,polyhomeotic homolog 2
0.00409,-1.12722892,TRIM52,tripartite motif containing 52
0.00411,-0.88263144,ASGR1,asialoglycoprotein receptor 1
0.00412,1.07761373,EFNB2,ephrin B2
0.00412,0.72786121,BASP1,brain abundant membrane attached signal protein 1
0.00412,-0.83098395,B4GALT5,"beta-1,4-galactosyltransferase 5"
0.00412,-0.85941497,DEFA4,defensin alpha 4
0.00413,0.98633046,SEMA3C,semaphorin 3C
0.00413,0.57662649,MKL1,megakaryoblastic leukemia (translocation) 1
0.00413,-0.88108214,CDKL1,cyclin dependent kinase like 1
0.00413,-1.2582154,SCRG1,stimulator of chondrogenesis 1
0.00414,-0.76295521,AMELY,"amelogenin, Y-linked"
0.00414,-1.11353505,DRC3,dynein regulatory complex subunit 3
0.00416,-0.52506957,MTA1,metastasis associated 1
0.00418,-1.00613923,NRCAM,neuronal cell adhesion molecule
0.00419,0.55309269,RABIF,RAB interacting factor
0.00419,0.49510428,MCL1,BCL2 family apoptosis regulator
0.00419,-0.78413895,MAU2,MAU2 sister chromatid cohesion factor
0.00421,-0.63982683,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
0.00421,-1.4664189,FGF7,fibroblast growth factor 7
0.00422,0.64322835,PLOD1,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
0.00422,-0.60849033,LOC101060581///AGAP5///AGAP7P///AGAP9///AGAP12P///AGAP6///BMS1P5///AGAP11///AGAP4///SYNPO2L,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 5-like///ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///BMS1, ribosome biogenesis factor pseudogene 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4///synaptopodin 2 like"
0.00422,-0.8979912,ABLIM3,actin binding LIM protein family member 3
0.00422,-1.19668366,RHO,rhodopsin
0.00423,-1.2707771,CLDN8,claudin 8
0.00425,-0.60853374,USO1,USO1 vesicle transport factor
0.00425,-0.6380411,CYB5A,cytochrome b5 type A
0.00425,-0.6486639,APOC3,apolipoprotein C3
0.00425,-0.78165045,GNAS,GNAS complex locus
0.00425,-0.7969913,SULT4A1,sulfotransferase family 4A member 1
0.00425,-0.86677049,PPFIA2,PTPRF interacting protein alpha 2
0.00426,-0.66121814,SDHA,succinate dehydrogenase complex flavoprotein subunit A
0.00428,-0.68985191,CYP2E1,cytochrome P450 family 2 subfamily E member 1
0.00428,-1.08191596,CYP11B1,cytochrome P450 family 11 subfamily B member 1
0.00429,0.82251158,BUB1B,BUB1 mitotic checkpoint serine/threonine kinase B
0.00429,-1.19284367,PPP2CA,protein phosphatase 2 catalytic subunit alpha
0.0043,-0.46668107,SLC9A3,solute carrier family 9 member A3
0.0043,-1.01095409,KNG1,kininogen 1
0.00432,-0.94794726,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group)
0.00432,-1.11654982,TTR,transthyretin
0.00432,-1.12223254,IFNA10,interferon alpha 10
0.00433,-0.65918227,,
0.00435,1.00701974,MMP11,matrix metallopeptidase 11
0.00435,0.80352256,ALMS1,"ALMS1, centrosome and basal body associated protein"
0.00435,-0.71577867,CSF2RB,colony stimulating factor 2 receptor beta common subunit
0.00436,0.63620708,RPS6KA1,ribosomal protein S6 kinase A1
0.00437,0.63236613,HEG1,heart development protein with EGF like domains 1
0.00437,0.51380741,SRSF1,serine and arginine rich splicing factor 1
0.00437,-0.95622329,QPRT,quinolinate phosphoribosyltransferase
0.00438,-0.63976706,,
0.00438,-0.64420538,IL9R,interleukin 9 receptor
0.00438,-0.69999763,SOAT2,sterol O-acyltransferase 2
0.00438,-0.87908269,KIF25-AS1,KIF25 antisense RNA 1
0.00438,-0.93007005,CMAHP,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
0.00438,-1.12103378,ADIRF,adipogenesis regulatory factor
0.00439,0.71787123,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma
0.00439,0.63210338,SLC31A1,solute carrier family 31 member 1
0.00439,-0.60693035,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
0.00441,-0.49618386,ABCD3,ATP binding cassette subfamily D member 3
0.00441,-1.12241051,SUSD5,sushi domain containing 5
0.00441,-1.13546572,C9,complement component 9
0.00443,0.27766534,RELA,"RELA proto-oncogene, NF-kB subunit"
0.00445,-0.54279018,VCY1B///VCX3A///VCY,"variable charge, Y-linked 1B///variable charge, X-linked 3A///variable charge, Y-linked"
0.00446,0.59791268,FAM214B,family with sequence similarity 214 member B
0.00447,-0.71473903,SYN3,synapsin III
0.00448,0.89030781,PTPN2,"protein tyrosine phosphatase, non-receptor type 2"
0.00448,-0.78031158,,
0.00448,-1.42026132,MYL9,myosin light chain 9
0.00449,-0.48810869,MMP25,matrix metallopeptidase 25
0.00449,-0.76836622,UBB,ubiquitin B
0.0045,-0.70882752,SIK2,salt inducible kinase 2
0.00451,1.01813773,RAP2B///RAP2A,"RAP2B, member of RAS oncogene family///RAP2A, member of RAS oncogene family"
0.00451,0.50298961,SRPK2,SRSF protein kinase 2
0.00451,-0.75883648,,
0.00451,-0.92717675,CYP17A1,cytochrome P450 family 17 subfamily A member 1
0.00451,-0.98208768,PRB1,proline rich protein BstNI subfamily 1
0.00451,-1.36222541,,
0.00452,-0.6527739,KLHL35,kelch like family member 35
0.00452,-0.73900159,INPP4A,inositol polyphosphate-4-phosphatase type I A
0.00455,-0.44500813,SH2B1,SH2B adaptor protein 1
0.00455,-1.01048465,MLC1,megalencephalic leukoencephalopathy with subcortical cysts 1
0.00455,-1.11701719,N4BP2L1,NEDD4 binding protein 2 like 1
0.00456,-0.55562611,NTSR2,neurotensin receptor 2
0.00457,-0.9421851,MYB,"MYB proto-oncogene, transcription factor"
0.00458,0.73059568,SLC25A16,solute carrier family 25 member 16
0.00458,0.60390815,PRPF19,pre-mRNA processing factor 19
0.00458,-0.77576144,,
0.00458,-1.30195537,SOX11,SRY-box 11
0.00459,0.62504181,DSTNP2,"destrin, actin depolymerizing factor pseudogene 2"
0.00459,0.57035368,CTSD,cathepsin D
0.00459,-0.54148992,MRPS18B,mitochondrial ribosomal protein S18B
0.00459,-0.6058884,GPLD1,glycosylphosphatidylinositol specific phospholipase D1
0.00459,-0.6558113,GNB3,G protein subunit beta 3
0.00459,-0.78370464,C1orf105,chromosome 1 open reading frame 105
0.0046,-0.75696766,ASIC2,acid sensing ion channel subunit 2
0.00461,-0.83514301,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3
0.00462,-0.4914101,AAK1,AP2 associated kinase 1
0.00462,-0.61724964,C1QL1,complement C1q like 1
0.00462,-1.0640387,MMP16,matrix metallopeptidase 16
0.00462,-1.26600646,EDNRB,endothelin receptor type B
0.00463,-1.00266624,BMP5,bone morphogenetic protein 5
0.00463,-1.05483251,GNAT1,G protein subunit alpha transducin 1
0.00464,-0.93365025,DRC3,dynein regulatory complex subunit 3
0.00464,-1.11232074,,
0.00464,-1.17415084,MPDZ,multiple PDZ domain crumbs cell polarity complex component
0.00465,-0.83820874,CRHR2,corticotropin releasing hormone receptor 2
0.00467,0.47410517,NFKB1,nuclear factor kappa B subunit 1
0.00467,-0.62836282,AFF3,AF4/FMR2 family member 3
0.00468,-0.79622124,SUMO2,small ubiquitin-like modifier 2
0.00468,-0.94962002,CYP3A4,cytochrome P450 family 3 subfamily A member 4
0.00469,-1.31372248,ABCA2,ATP binding cassette subfamily A member 2
0.00471,-1.13022952,YME1L1,YME1 like 1 ATPase
0.00473,-0.41117718,THUMPD1,THUMP domain containing 1
0.00473,-0.81161879,PTPRM,"protein tyrosine phosphatase, receptor type M"
0.00474,-0.62086927,LSM4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
0.00475,0.77619525,RGS12,regulator of G-protein signaling 12
0.00475,0.68941819,PAK1,p21 (RAC1) activated kinase 1
0.00475,0.62829387,NUP133,nucleoporin 133
0.00475,0.56548094,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2
0.00475,-0.42781745,NTN3,netrin 3
0.00475,-0.45788531,HLCS,holocarboxylase synthetase
0.00475,-0.80157714,PTP4A3,"protein tyrosine phosphatase type IVA, member 3"
0.00475,-0.81578224,PIAS4,protein inhibitor of activated STAT 4
0.00475,-0.87412454,PPARA,peroxisome proliferator activated receptor alpha
0.00475,-0.95655009,,
0.00476,0.46966429,ANXA5,annexin A5
0.00477,-0.49114114,ZMYM4,zinc finger MYM-type containing 4
0.00477,-0.77797386,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
0.00479,-0.50007211,SPATA2L,spermatogenesis associated 2 like
0.0048,-0.59135781,WNT10B,Wnt family member 10B
0.00481,0.56366354,C9orf16,chromosome 9 open reading frame 16
0.00481,-0.62660795,S1PR1,sphingosine-1-phosphate receptor 1
0.00481,-0.67623901,GP9,glycoprotein IX platelet
0.00481,-0.71089141,PSG1,pregnancy specific beta-1-glycoprotein 1
0.00481,-0.74722715,VSIG4,V-set and immunoglobulin domain containing 4
0.00481,-1.01478963,MECOM,MDS1 and EVI1 complex locus
0.00481,-1.11043243,CLMN,calmin
0.00482,-0.8209766,IZUMO4,IZUMO family member 4
0.00483,-0.83691943,OR5I1,olfactory receptor family 5 subfamily I member 1
0.00484,0.98964953,ELL2,elongation factor for RNA polymerase II 2
0.00484,-0.69921967,LIPE,"lipase E, hormone sensitive type"
0.00484,-0.89568523,C15orf38-AP3S2///AP3S2,C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit
0.00485,0.57335888,CBX1,chromobox 1
0.00486,0.65263809,RFC4,replication factor C subunit 4
0.00487,-0.5772404,LRP6,LDL receptor related protein 6
0.00487,-0.73446931,GNAT1,G protein subunit alpha transducin 1
0.00487,-0.85000485,HOXB1,homeobox B1
0.00487,-0.87669289,FOLR1,folate receptor 1
